,episode,step,action,reward,drone_status,terminated,network_has_password,password_list_has_password,target_port_vulnerable
166,21,5,3,5.05,0,False,True,False,False
167,21,6,8,2.05,2,True,True,False,False
168,22,0,0,5.05,0,False,False,False,False
169,22,1,1,10.05,0,False,False,False,False
170,22,2,5,15.05,1,False,False,False,False
171,22,3,6,0.15000000000000002,1,False,False,False,False
172,22,4,6,20.05,3,True,False,False,False
173,23,0,0,-0.05,0,False,True,True,True
174,23,1,0,-0.05,0,False,True,True,True
175,23,2,0,-0.05,0,False,True,True,True
176,23,3,0,5.05,0,False,True,True,True
177,23,4,2,5.05,0,False,True,True,True
178,23,5,3,5.05,0,False,True,True,True
179,23,6,8,2.05,2,True,True,True,True
180,24,0,0,-0.05,0,False,False,True,True
181,24,1,0,-0.05,0,False,False,True,True
182,24,2,0,-0.05,0,False,False,True,True
183,24,3,0,-0.05,0,False,False,True,True
184,24,4,0,-0.05,0,False,False,True,True
185,24,5,0,-0.05,0,False,False,True,True
186,24,6,0,-0.05,0,False,False,True,True
187,24,7,0,-0.05,0,False,False,True,True
188,24,8,0,-0.05,0,False,False,True,True
189,24,9,0,5.05,0,False,False,True,True
190,24,10,1,-0.05,0,False,False,True,True
191,24,11,1,-0.05,0,False,False,True,True
192,24,12,1,10.05,0,False,False,True,True
193,24,13,5,-0.45,0,False,False,True,True
194,24,14,5,15.05,1,False,False,True,True
195,24,15,6,20.05,3,True,False,True,True
196,25,0,0,5.05,0,False,True,False,False
197,25,1,2,5.05,0,False,True,False,False
198,25,2,3,5.05,0,False,True,False,False
199,25,3,8,2.05,2,True,True,False,False
200,26,0,0,-0.05,0,False,False,True,True
201,26,1,0,-0.05,0,False,False,True,True
202,26,2,0,-0.05,0,False,False,True,True
203,26,3,0,5.05,0,False,False,True,True
204,26,4,1,-0.05,0,False,False,True,True
205,26,5,1,-0.05,0,False,False,True,True
206,26,6,1,10.05,0,False,False,True,True
207,26,7,5,15.05,1,False,False,True,True
208,26,8,6,0.15000000000000002,1,False,False,True,True
209,26,9,6,0.15000000000000002,1,False,False,True,True
210,26,10,6,0.15000000000000002,1,False,False,True,True
211,26,11,6,0.15000000000000002,1,False,False,True,True
212,26,12,6,20.05,3,True,False,True,True
213,27,0,0,-0.05,0,False,True,False,False
214,27,1,0,5.05,0,False,True,False,False
215,27,2,2,5.05,0,False,True,False,False
216,27,3,3,5.05,0,False,True,False,False
217,27,4,8,2.05,2,True,True,False,False
218,28,0,0,-0.05,0,False,False,True,True
219,28,1,0,-0.05,0,False,False,True,True
220,28,2,0,5.05,0,False,False,True,True
221,28,3,1,10.05,0,False,False,True,True
222,28,4,5,15.05,1,False,False,True,True
223,28,5,6,0.15000000000000002,1,False,False,True,True
224,28,6,6,0.15000000000000002,1,False,False,True,True
225,28,7,6,20.05,3,True,False,True,True
226,29,0,0,-0.05,0,False,False,False,False
227,29,1,0,5.05,0,False,False,False,False
228,29,2,1,-0.05,0,False,False,False,False
229,29,3,1,-0.05,0,False,False,False,False
230,29,4,1,-0.05,0,False,False,False,False
231,29,5,1,10.05,0,False,False,False,False
232,29,6,5,-0.45,0,False,False,False,False
233,29,7,5,-0.45,0,False,False,False,False
234,29,8,5,-0.45,0,False,False,False,False
235,29,9,5,-0.45,0,False,False,False,False
236,29,10,5,15.05,1,False,False,False,False
237,29,11,6,0.15000000000000002,1,False,False,False,False
238,29,12,6,20.05,3,True,False,False,False
239,30,0,0,-0.05,0,False,True,True,True
240,30,1,0,-0.05,0,False,True,True,True
241,30,2,0,5.05,0,False,True,True,True
242,30,3,2,5.05,0,False,True,True,True
243,30,4,3,5.05,0,False,True,True,True
244,30,5,8,2.05,2,True,True,True,True
245,31,0,0,-0.05,0,False,False,False,False
246,31,1,0,-0.05,0,False,False,False,False
247,31,2,0,-0.05,0,False,False,False,False
248,31,3,0,-0.05,0,False,False,False,False
249,31,4,0,-0.05,0,False,False,False,False
250,31,5,0,-0.05,0,False,False,False,False
251,31,6,0,-0.05,0,False,False,False,False
252,31,7,0,-0.05,0,False,False,False,False
253,31,8,0,5.05,0,False,False,False,False
254,31,9,1,10.05,0,False,False,False,False
255,31,10,5,15.05,1,False,False,False,False
256,31,11,6,20.05,3,True,False,False,False
257,32,0,0,-0.05,0,False,True,False,False
258,32,1,0,-0.05,0,False,True,False,False
259,32,2,0,5.05,0,False,True,False,False
260,32,3,2,5.05,0,False,True,False,False
261,32,4,3,5.05,0,False,True,False,False
262,32,5,8,2.05,2,True,True,False,False
263,33,0,0,5.05,0,False,True,False,False
264,33,1,2,-0.45,0,False,True,False,False
265,33,2,2,5.05,0,False,True,False,False
266,33,3,3,5.05,0,False,True,False,False
267,33,4,8,2.05,2,True,True,False,False
268,34,0,0,-0.05,0,False,True,True,True
269,34,1,0,-0.05,0,False,True,True,True
270,34,2,0,-0.05,0,False,True,True,True
271,34,3,0,-0.05,0,False,True,True,True
272,34,4,0,-0.05,0,False,True,True,True
273,34,5,0,-0.05,0,False,True,True,True
274,34,6,0,-0.05,0,False,True,True,True
275,34,7,0,-0.05,0,False,True,True,True
276,34,8,0,-0.05,0,False,True,True,True
277,34,9,0,5.05,0,False,True,True,True
278,34,10,2,5.05,0,False,True,True,True
279,34,11,3,5.05,0,False,True,True,True
280,34,12,8,2.05,2,True,True,True,True
281,35,0,0,5.05,0,False,True,False,False
282,35,1,2,-0.45,0,False,True,False,False
283,35,2,2,-0.45,0,False,True,False,False
284,35,3,2,-0.45,0,False,True,False,False
285,35,4,2,-0.45,0,False,True,False,False
286,35,5,2,5.05,0,False,True,False,False
287,35,6,3,5.05,0,False,True,False,False
288,35,7,8,2.05,2,True,True,False,False
289,36,0,0,5.05,0,False,True,True,True
290,36,1,2,5.05,0,False,True,True,True
291,36,2,3,5.05,0,False,True,True,True
292,36,3,8,2.05,2,True,True,True,True
293,37,0,0,-0.05,0,False,True,True,True
294,37,1,0,-0.05,0,False,True,True,True
295,37,2,0,-0.05,0,False,True,True,True
296,37,3,0,-0.05,0,False,True,True,True
297,37,4,0,5.05,0,False,True,True,True
298,37,5,2,5.05,0,False,True,True,True
299,37,6,3,5.05,0,False,True,True,True
300,37,7,8,2.05,2,True,True,True,True
301,38,0,0,5.05,0,False,False,False,False
302,38,1,1,10.05,0,False,False,False,False
303,38,2,5,-0.45,0,False,False,False,False
304,38,3,5,15.05,1,False,False,False,False
305,38,4,6,0.15000000000000002,1,False,False,False,False
306,38,5,6,20.05,3,True,False,False,False
307,39,0,0,-0.05,0,False,True,True,True
308,39,1,0,-0.05,0,False,True,True,True
309,39,2,0,-0.05,0,False,True,True,True
310,39,3,0,-0.05,0,False,True,True,True
311,39,4,0,-0.05,0,False,True,True,True
312,39,5,0,5.05,0,False,True,True,True
313,39,6,2,5.05,0,False,True,True,True
314,39,7,3,5.05,0,False,True,True,True
315,39,8,8,2.05,2,True,True,True,True
316,40,0,0,-0.05,0,False,False,True,True
317,40,1,0,5.05,0,False,False,True,True
318,40,2,1,-0.05,0,False,False,True,True
319,40,3,1,10.05,0,False,False,True,True
320,40,4,5,15.05,1,False,False,True,True
321,40,5,6,0.15000000000000002,1,False,False,True,True
322,40,6,6,20.05,3,True,False,True,True
323,41,0,0,-0.05,0,False,True,True,True
324,41,1,0,-0.05,0,False,True,True,True
325,41,2,0,-0.05,0,False,True,True,True
326,41,3,0,-0.05,0,False,True,True,True
327,41,4,0,5.05,0,False,True,True,True
328,41,5,2,5.05,0,False,True,True,True
329,41,6,3,5.05,0,False,True,True,True
330,41,7,8,2.05,2,True,True,True,True
331,42,0,0,-0.05,0,False,True,True,True
332,42,1,0,-0.05,0,False,True,True,True
333,42,2,0,-0.05,0,False,True,True,True
334,42,3,0,5.05,0,False,True,True,True
335,42,4,2,5.05,0,False,True,True,True
336,42,5,3,5.05,0,False,True,True,True
337,42,6,8,2.05,2,True,True,True,True
338,43,0,0,5.05,0,False,False,False,False
339,43,1,1,10.05,0,False,False,False,False
340,43,2,5,-0.45,0,False,False,False,False
341,43,3,5,15.05,1,False,False,False,False
342,43,4,6,20.05,3,True,False,False,False
343,44,0,0,-0.05,0,False,True,True,True
344,44,1,0,-0.05,0,False,True,True,True
345,44,2,0,5.05,0,False,True,True,True
346,44,3,2,5.05,0,False,True,True,True
347,44,4,3,5.05,0,False,True,True,True
348,44,5,8,2.05,2,True,True,True,True
349,45,0,0,-0.05,0,False,True,False,False
350,45,1,0,5.05,0,False,True,False,False
351,45,2,2,5.05,0,False,True,False,False
352,45,3,3,5.05,0,False,True,False,False
353,45,4,8,2.05,2,True,True,False,False
354,46,0,0,-0.05,0,False,False,True,True
355,46,1,0,-0.05,0,False,False,True,True
356,46,2,0,5.05,0,False,False,True,True
357,46,3,1,10.05,0,False,False,True,True
358,46,4,5,-0.45,0,False,False,True,True
359,46,5,5,15.05,1,False,False,True,True
360,46,6,6,20.05,3,True,False,True,True
361,47,0,0,-0.05,0,False,True,True,True
362,47,1,0,-0.05,0,False,True,True,True
363,47,2,0,-0.05,0,False,True,True,True
364,47,3,0,-0.05,0,False,True,True,True
365,47,4,0,-0.05,0,False,True,True,True
366,47,5,0,-0.05,0,False,True,True,True
367,47,6,0,-0.05,0,False,True,True,True
368,47,7,0,5.05,0,False,True,True,True
369,47,8,2,5.05,0,False,True,True,True
370,47,9,3,5.05,0,False,True,True,True
371,47,10,8,2.05,2,True,True,True,True
372,48,0,0,-0.05,0,False,False,False,False
373,48,1,0,-0.05,0,False,False,False,False
374,48,2,0,-0.05,0,False,False,False,False
375,48,3,0,-0.05,0,False,False,False,False
376,48,4,0,-0.05,0,False,False,False,False
377,48,5,0,5.05,0,False,False,False,False
378,48,6,1,-0.05,0,False,False,False,False
379,48,7,1,10.05,0,False,False,False,False
380,48,8,5,15.05,1,False,False,False,False
381,48,9,6,20.05,3,True,False,False,False
382,49,0,0,-0.05,0,False,True,False,False
383,49,1,0,-0.05,0,False,True,False,False
384,49,2,0,-0.05,0,False,True,False,False
385,49,3,0,5.05,0,False,True,False,False
386,49,4,2,-0.45,0,False,True,False,False
387,49,5,2,5.05,0,False,True,False,False
388,49,6,3,5.05,0,False,True,False,False
389,49,7,8,2.05,2,True,True,False,False
390,50,0,0,-0.05,0,False,False,True,True
391,50,1,0,5.05,0,False,False,True,True
392,50,2,1,10.05,0,False,False,True,True
393,50,3,5,15.05,1,False,False,True,True
394,50,4,6,0.15000000000000002,1,False,False,True,True
395,50,5,6,20.05,3,True,False,True,True
396,51,0,0,-0.05,0,False,False,False,False
397,51,1,0,-0.05,0,False,False,False,False
398,51,2,0,-0.05,0,False,False,False,False
399,51,3,0,-0.05,0,False,False,False,False
400,51,4,0,-0.05,0,False,False,False,False
401,51,5,0,5.05,0,False,False,False,False
402,51,6,1,10.05,0,False,False,False,False
403,51,7,5,-0.45,0,False,False,False,False
404,51,8,5,15.05,1,False,False,False,False
405,51,9,6,20.05,3,True,False,False,False
406,52,0,0,-0.05,0,False,True,False,False
407,52,1,0,-0.05,0,False,True,False,False
408,52,2,0,-0.05,0,False,True,False,False
409,52,3,0,-0.05,0,False,True,False,False
410,52,4,0,5.05,0,False,True,False,False
411,52,5,2,-0.45,0,False,True,False,False
412,52,6,2,-0.45,0,False,True,False,False
413,52,7,2,5.05,0,False,True,False,False
414,52,8,3,5.05,0,False,True,False,False
415,52,9,8,2.05,2,True,True,False,False
416,53,0,0,-0.05,0,False,True,False,False
417,53,1,0,-0.05,0,False,True,False,False
418,53,2,0,5.05,0,False,True,False,False
419,53,3,2,-0.45,0,False,True,False,False
420,53,4,2,-0.45,0,False,True,False,False
421,53,5,2,5.05,0,False,True,False,False
422,53,6,3,5.05,0,False,True,False,False
423,53,7,8,2.05,2,True,True,False,False
424,54,0,0,5.05,0,False,False,False,False
425,54,1,1,-0.05,0,False,False,False,False
426,54,2,1,-0.05,0,False,False,False,False
427,54,3,1,-0.05,0,False,False,False,False
428,54,4,1,-0.05,0,False,False,False,False
429,54,5,1,10.05,0,False,False,False,False
430,54,6,5,-0.45,0,False,False,False,False
431,54,7,5,-0.45,0,False,False,False,False
432,54,8,5,15.05,1,False,False,False,False
433,54,9,6,20.05,3,True,False,False,False
434,55,0,0,-0.05,0,False,False,True,True
435,55,1,0,-0.05,0,False,False,True,True
436,55,2,0,-0.05,0,False,False,True,True
437,55,3,0,-0.05,0,False,False,True,True
438,55,4,0,-0.05,0,False,False,True,True
439,55,5,0,5.05,0,False,False,True,True
440,55,6,1,-0.05,0,False,False,True,True
441,55,7,1,10.05,0,False,False,True,True
442,55,8,5,-0.45,0,False,False,True,True
443,55,9,5,15.05,1,False,False,True,True
444,55,10,6,0.15000000000000002,1,False,False,True,True
445,55,11,6,0.15000000000000002,1,False,False,True,True
446,55,12,6,20.05,3,True,False,True,True
447,56,0,0,-0.05,0,False,True,False,False
448,56,1,0,-0.05,0,False,True,False,False
449,56,2,0,-0.05,0,False,True,False,False
450,56,3,0,-0.05,0,False,True,False,False
451,56,4,0,-0.05,0,False,True,False,False
452,56,5,0,-0.05,0,False,True,False,False
453,56,6,0,-0.05,0,False,True,False,False
454,56,7,0,-0.05,0,False,True,False,False
455,56,8,0,5.05,0,False,True,False,False
456,56,9,2,5.05,0,False,True,False,False
457,56,10,3,5.05,0,False,True,False,False
458,56,11,8,2.05,2,True,True,False,False
459,57,0,0,-0.05,0,False,True,False,False
460,57,1,0,-0.05,0,False,True,False,False
461,57,2,0,5.05,0,False,True,False,False
462,57,3,2,5.05,0,False,True,False,False
463,57,4,3,5.05,0,False,True,False,False
464,57,5,8,2.05,2,True,True,False,False
465,58,0,0,-0.05,0,False,True,False,False
466,58,1,0,5.05,0,False,True,False,False
467,58,2,2,5.05,0,False,True,False,False
468,58,3,3,5.05,0,False,True,False,False
469,58,4,8,2.05,2,True,True,False,False
470,59,0,0,-0.05,0,False,False,False,False
471,59,1,0,-0.05,0,False,False,False,False
472,59,2,0,5.05,0,False,False,False,False
473,59,3,1,10.05,0,False,False,False,False
474,59,4,5,-0.45,0,False,False,False,False
475,59,5,5,15.05,1,False,False,False,False
476,59,6,6,20.05,3,True,False,False,False
477,60,0,0,-0.05,0,False,False,False,False
478,60,1,0,-0.05,0,False,False,False,False
479,60,2,0,5.05,0,False,False,False,False
480,60,3,1,10.05,0,False,False,False,False
481,60,4,5,-0.45,0,False,False,False,False
482,60,5,5,15.05,1,False,False,False,False
483,60,6,6,20.05,3,True,False,False,False
484,61,0,0,-0.05,0,False,False,False,False
485,61,1,0,-0.05,0,False,False,False,False
486,61,2,0,5.05,0,False,False,False,False
487,61,3,1,10.05,0,False,False,False,False
488,61,4,5,-0.45,0,False,False,False,False
489,61,5,5,-0.45,0,False,False,False,False
490,61,6,5,15.05,1,False,False,False,False
491,61,7,6,0.15000000000000002,1,False,False,False,False
492,61,8,6,0.15000000000000002,1,False,False,False,False
493,61,9,6,0.15000000000000002,1,False,False,False,False
494,61,10,6,20.05,3,True,False,False,False
495,62,0,0,-0.05,0,False,False,False,False
496,62,1,0,5.05,0,False,False,False,False
497,62,2,1,-0.05,0,False,False,False,False
498,62,3,1,10.05,0,False,False,False,False
499,62,4,5,15.05,1,False,False,False,False
500,62,5,6,0.15000000000000002,1,False,False,False,False
501,62,6,6,20.05,3,True,False,False,False
502,63,0,0,-0.05,0,False,False,True,True
503,63,1,0,5.05,0,False,False,True,True
504,63,2,1,10.05,0,False,False,True,True
505,63,3,5,-0.45,0,False,False,True,True
506,63,4,5,-0.45,0,False,False,True,True
507,63,5,5,-0.45,0,False,False,True,True
508,63,6,5,-0.45,0,False,False,True,True
509,63,7,5,-0.45,0,False,False,True,True
510,63,8,5,-0.45,0,False,False,True,True
511,63,9,5,-0.45,0,False,False,True,True
512,63,10,5,15.05,1,False,False,True,True
513,63,11,6,0.15000000000000002,1,False,False,True,True
514,63,12,6,0.15000000000000002,1,False,False,True,True
515,63,13,6,0.15000000000000002,1,False,False,True,True
516,63,14,6,20.05,3,True,False,True,True
517,64,0,0,-0.05,0,False,True,False,False
518,64,1,0,5.05,0,False,True,False,False
519,64,2,2,5.05,0,False,True,False,False
520,64,3,3,5.05,0,False,True,False,False
521,64,4,8,2.05,2,True,True,False,False
522,65,0,0,-0.05,0,False,True,False,False
523,65,1,0,-0.05,0,False,True,False,False
524,65,2,0,-0.05,0,False,True,False,False
525,65,3,0,-0.05,0,False,True,False,False
526,65,4,0,5.05,0,False,True,False,False
527,65,5,2,5.05,0,False,True,False,False
528,65,6,3,5.05,0,False,True,False,False
529,65,7,8,2.05,2,True,True,False,False
530,66,0,0,-0.05,0,False,False,False,False
531,66,1,0,-0.05,0,False,False,False,False
532,66,2,0,5.05,0,False,False,False,False
533,66,3,1,-0.05,0,False,False,False,False
534,66,4,1,-0.05,0,False,False,False,False
535,66,5,1,10.05,0,False,False,False,False
536,66,6,5,-0.45,0,False,False,False,False
537,66,7,5,15.05,1,False,False,False,False
538,66,8,6,0.15000000000000002,1,False,False,False,False
539,66,9,6,20.05,3,True,False,False,False
540,67,0,0,5.05,0,False,True,False,False
541,67,1,2,-0.45,0,False,True,False,False
542,67,2,2,-0.45,0,False,True,False,False
543,67,3,2,5.05,0,False,True,False,False
544,67,4,3,5.05,0,False,True,False,False
545,67,5,8,2.05,2,True,True,False,False
546,68,0,0,-0.05,0,False,False,True,True
547,68,1,0,-0.05,0,False,False,True,True
548,68,2,0,-0.05,0,False,False,True,True
549,68,3,0,-0.05,0,False,False,True,True
550,68,4,0,-0.05,0,False,False,True,True
551,68,5,0,-0.05,0,False,False,True,True
552,68,6,0,-0.05,0,False,False,True,True
553,68,7,0,-0.05,0,False,False,True,True
554,68,8,0,-0.05,0,False,False,True,True
555,68,9,0,-0.05,0,False,False,True,True
556,68,10,0,-0.05,0,False,False,True,True
557,68,11,0,-0.05,0,False,False,True,True
558,68,12,0,5.05,0,False,False,True,True
559,68,13,1,-0.05,0,False,False,True,True
560,68,14,1,10.05,0,False,False,True,True
561,68,15,5,-0.45,0,False,False,True,True
562,68,16,5,-0.45,0,False,False,True,True
563,68,17,5,15.05,1,False,False,True,True
564,68,18,6,0.15000000000000002,1,False,False,True,True
565,68,19,6,20.05,3,True,False,True,True
566,69,0,0,-0.05,0,False,True,False,False
567,69,1,0,-0.05,0,False,True,False,False
568,69,2,0,-0.05,0,False,True,False,False
569,69,3,0,-0.05,0,False,True,False,False
570,69,4,0,-0.05,0,False,True,False,False
571,69,5,0,-0.05,0,False,True,False,False
572,69,6,0,-0.05,0,False,True,False,False
573,69,7,0,-0.05,0,False,True,False,False
574,69,8,0,-0.05,0,False,True,False,False
575,69,9,0,5.05,0,False,True,False,False
576,69,10,2,5.05,0,False,True,False,False
577,69,11,3,5.05,0,False,True,False,False
578,69,12,8,2.05,2,True,True,False,False
579,70,0,0,-0.05,0,False,True,True,True
580,70,1,0,5.05,0,False,True,True,True
581,70,2,2,-0.45,0,False,True,True,True
582,70,3,2,5.05,0,False,True,True,True
583,70,4,3,5.05,0,False,True,True,True
584,70,5,8,2.05,2,True,True,True,True
585,71,0,0,-0.05,0,False,True,False,False
586,71,1,0,-0.05,0,False,True,False,False
587,71,2,0,-0.05,0,False,True,False,False
588,71,3,0,-0.05,0,False,True,False,False
589,71,4,0,5.05,0,False,True,False,False
590,71,5,2,5.05,0,False,True,False,False
591,71,6,3,5.05,0,False,True,False,False
592,71,7,8,2.05,2,True,True,False,False
593,72,0,0,-0.05,0,False,True,False,False
594,72,1,0,-0.05,0,False,True,False,False
595,72,2,0,5.05,0,False,True,False,False
596,72,3,2,5.05,0,False,True,False,False
597,72,4,3,5.05,0,False,True,False,False
598,72,5,8,2.05,2,True,True,False,False
599,73,0,0,5.05,0,False,True,False,False
600,73,1,2,5.05,0,False,True,False,False
601,73,2,3,5.05,0,False,True,False,False
602,73,3,8,2.05,2,True,True,False,False
603,74,0,0,-0.05,0,False,False,False,False
604,74,1,0,-0.05,0,False,False,False,False
605,74,2,0,5.05,0,False,False,False,False
606,74,3,1,10.05,0,False,False,False,False
607,74,4,5,15.05,1,False,False,False,False
608,74,5,6,20.05,3,True,False,False,False
609,75,0,0,-0.05,0,False,True,False,False
610,75,1,0,5.05,0,False,True,False,False
611,75,2,2,5.05,0,False,True,False,False
612,75,3,3,5.05,0,False,True,False,False
